customer_id,monthly_usage_hours,login_frequency,support_tickets,complaints
C21610,58.4,18,3,2
C21611,20.0,10,4,4
C21612,55.1,16,2,1
C21613,32.8,15,3,3
C21614,32.7,10,3,3
C21615,14.4,10,4,4
C21616,59.3,28,1,0
C21617,25.6,9,3,3
C21618,82.3,33,1,0
C21619,30.4,17,3,2
C21620,2.1,4,5,3
C21621,73.4,28,2,2
C21622,62.7,22,1,1
C21623,38.9,10,4,2
C21624,30.7,15,4,4
C21625,16.8,14,4,4
C21626,45.8,20,2,1
C21627,33.1,17,3,3
C21628,21.4,12,5,4
C21629,59.4,22,2,0
C21630,18.9,10,4,4
C21631,25.3,11,4,2
C21632,21.2,8,4,4
C21633,34.2,13,3,2
C21634,44.8,17,2,0
C21635,27.9,9,5,4
C21636,63.4,21,2,2
C21637,45.6,19,2,1
C21638,41.5,19,2,0
C21639,63.4,22,2,2
C21640,29.2,13,4,3
C21641,27.8,8,3,3
C21642,16.7,5,4,2
C21643,61.2,28,1,0
C21644,10.5,0,5,5
C21645,13.3,0,6,6
C21646,47.4,19,2,2
C21647,23.8,11,4,2
C21648,20.3,12,3,1
C21649,62.8,22,3,3
C21650,24.1,10,3,1
C21651,13.7,10,3,3
C21652,57.5,19,1,0
C21653,55.6,13,2,1
C21654,11.9,4,4,4
C21655,51.3,19,2,1
C21656,59.5,24,3,3
C21657,73.2,25,1,0
C21658,32.5,15,5,4
C21659,13.3,3,4,3
C21660,33.9,15,3,1
C21661,31.7,12,3,2
C21662,46.4,24,2,1
C21663,40.3,11,4,2
C21664,67.3,26,1,0
C21665,33.1,19,3,2
C21666,34.8,8,3,3
C21667,37.8,16,3,3
C21668,30.2,19,4,2
C21669,24.9,10,3,3
C21670,33.0,12,4,4
C21671,60.8,24,1,0
C21672,39.2,14,4,3
C21673,56.6,25,1,1
C21674,65.8,26,2,1
C21675,0.0,4,5,4
C21676,43.2,16,2,2
C21677,28.7,17,4,2
C21678,36.7,10,4,4
C21679,52.6,20,2,0
C21680,57.3,18,2,1
C21681,57.0,17,3,2
C21682,44.1,19,2,2
C21683,16.7,6,4,2
C21684,23.2,10,5,4
C21685,53.1,19,2,1
C21686,63.4,26,2,0
C21687,62.7,23,3,3
C21688,33.6,13,3,1
C21689,56.3,23,3,1
C21690,70.5,26,1,1
C21691,54.7,25,3,3
C21692,77.1,22,1,0
C21693,39.6,16,3,2
C21694,1.5,3,4,3
C21695,48.2,19,2,2
C21696,33.9,10,3,2
C21697,7.4,10,5,5
C21698,36.1,12,3,3
C21699,10.3,8,4,4
C21700,27.1,6,4,4
C21701,68.4,23,2,1
C21702,58.9,23,2,1
C21703,54.9,24,1,1
C21704,19.5,4,4,2
C21705,22.5,8,4,3
C21706,58.6,17,3,2
C21707,19.1,6,4,2
C21708,51.7,21,2,2
C21709,28.6,9,3,3
C21710,78.6,30,0,0
C21711,33.9,17,3,1
C21712,47.4,8,3,2
C21713,28.1,3,4,4
C21714,22.9,12,4,4
C21715,30.2,8,3,2
C21716,46.6,17,2,2
C21717,7.0,1,4,2
C21718,50.4,24,1,1
C21719,40.6,12,4,4
C21720,26.5,8,3,2
C21721,16.2,6,4,3
C21722,30.3,9,3,1
C21723,72.2,25,0,0
C21724,62.1,25,1,0
C21725,5.6,4,5,4
C21726,66.0,16,1,0
C21727,55.2,22,1,1
C21728,28.4,7,5,3
C21729,35.8,15,3,1
C21730,66.7,21,1,1
C21731,54.4,20,1,0
C21732,7.4,3,4,2
C21733,55.4,19,2,1
C21734,35.9,13,4,2
C21735,33.1,9,3,2
C21736,73.5,29,0,0
C21737,10.5,4,7,6
C21738,39.2,19,5,3
C21739,30.7,11,4,4
C21740,23.8,8,3,1
C21741,31.7,4,4,2
C21742,63.9,24,4,2
C21743,31.6,9,5,3
C21744,35.5,17,3,1
C21745,28.3,11,3,2
C21746,41.0,9,4,3
C21747,81.2,29,1,1
C21748,32.7,5,4,2
C21749,43.0,16,2,2
C21750,17.9,8,4,4
C21751,19.6,8,4,4
C21752,55.5,15,3,3
C21753,48.7,12,2,1
C21754,76.5,26,0,0
C21755,60.6,14,1,0
C21756,31.1,11,3,2
C21757,78.1,24,1,1
C21758,35.5,13,4,2
C21759,71.9,22,4,3
C21760,46.8,17,3,3
C21761,35.9,10,3,3
C21762,33.1,13,3,3
C21763,48.4,14,3,1
C21764,22.2,7,4,4
C21765,63.5,23,2,2
C21766,10.5,4,5,4
C21767,33.9,13,3,1
C21768,25.9,4,5,3
C21769,45.1,22,2,1
C21770,62.2,23,1,1
C21771,20.2,5,5,4
C21772,77.5,32,0,0
C21773,34.7,14,3,3
C21774,49.8,18,2,0
C21775,20.6,2,4,3
C21776,39.8,16,3,3
C21777,10.6,7,4,2
C21778,65.7,26,1,0
C21779,70.5,24,1,1
C21780,49.3,15,2,0
C21781,23.8,8,5,3
C21782,50.6,17,2,1
C21783,24.5,11,4,3
C21784,59.8,18,1,1
C21785,40.9,17,2,2
C21786,20.6,7,4,3
C21787,29.8,5,4,2
C21788,37.5,14,4,4
C21789,41.2,13,3,1
C21790,21.3,0,4,2
C21791,53.0,25,1,0
C21792,59.9,24,1,0
C21793,23.9,2,4,3
C21794,34.5,12,3,2
C21795,20.4,8,4,2
C21796,34.9,12,4,2
C21797,59.1,19,1,0
C21798,37.4,20,3,2
C21799,38.2,20,3,2
C21800,65.5,23,1,1
C21801,11.3,1,5,4
C21802,18.5,5,5,3
C21803,28.4,4,5,4
C21804,46.7,19,2,1
C21805,33.7,6,5,4
C21806,41.1,17,2,1
C21807,40.5,17,2,2
C21808,6.3,2,6,4
C21809,43.3,15,3,1
C21810,14.5,7,5,5
C21811,25.5,5,4,2
C21812,40.5,12,3,3
C21813,40.6,21,2,1
C21814,26.6,6,4,4
C21815,29.0,13,3,3
C21816,2.5,2,7,5
C21817,0.0,1,5,5
C21818,44.6,17,4,3
C21819,27.2,12,3,1
C21820,59.0,22,3,3
C21821,9.4,2,4,4
C21822,18.3,11,3,2
C21823,47.2,16,2,0
C21824,59.2,18,1,1
C21825,21.7,14,4,2
C21826,38.5,13,5,4
C21827,17.9,7,4,2
C21828,44.9,20,3,2
C21829,40.8,13,4,2
C21830,11.4,10,7,7
C21831,41.9,16,3,1
C21832,25.0,7,5,3
C21833,25.1,12,5,4
C21834,66.0,25,1,1
C21835,11.5,5,4,3
C21836,37.4,21,2,1
C21837,22.8,5,5,3
C21838,19.3,6,4,2
C21839,53.9,27,1,0
C21840,26.5,11,4,3
C21841,20.0,7,4,4
C21842,36.8,16,2,2
C21843,35.5,17,4,2
C21844,48.5,19,2,2
C21845,59.6,15,2,1
C21846,34.9,14,3,1
C21847,76.6,29,0,0
C21848,45.6,19,3,1
C21849,56.1,18,3,3
C21850,68.3,26,1,0
C21851,33.9,14,3,1
C21852,40.0,17,2,0
C21853,0.0,4,7,5
C21854,45.8,25,4,2
C21855,73.3,25,0,0
C21856,31.2,11,3,1
C21857,49.3,23,3,2
C21858,11.9,4,5,3
C21859,26.5,13,4,2
C21860,69.2,23,1,0
C21861,51.2,16,2,2
C21862,32.0,12,4,3
C21863,50.0,18,2,1
C21864,51.5,16,2,1
C21865,39.2,13,3,3
C21866,78.1,34,0,0
C21867,7.7,7,5,5
C21868,60.4,21,1,0
C21869,31.1,13,5,5
C21870,51.3,18,2,2
C21871,13.3,11,5,5
C21872,79.5,30,1,0
C21873,12.4,13,4,3
C21874,53.2,20,2,1
C21875,0.0,9,6,4
C21876,63.7,15,1,1
C21877,40.6,15,3,1
C21878,29.7,15,3,3
C21879,50.5,17,2,1
C21880,35.3,11,4,4
C21881,5.8,0,5,4
C21882,41.4,18,4,3
C21883,11.3,6,5,3
C21884,52.5,18,1,0
C21885,33.8,12,2,2
C21886,34.9,13,5,4
C21887,66.9,27,1,0
C21888,68.5,23,1,0
C21889,38.5,10,3,1
C21890,36.8,23,4,2
C21891,32.2,10,4,2
C21892,63.2,20,1,0
C21893,21.8,9,5,3
C21894,52.6,17,2,2
C21895,58.6,29,1,1
C21896,16.0,6,4,4
C21897,57.3,21,3,1
C21898,32.6,4,4,4
C21899,42.2,12,3,2
C21900,62.9,23,2,2
C21901,50.7,18,3,3
C21902,23.9,16,5,4
C21903,70.0,25,2,1
C21904,38.0,10,4,3
C21905,36.7,10,4,2
C21906,77.3,27,3,3
C21907,62.7,15,1,1
C21908,61.1,23,4,2
C21909,0.0,2,6,6
C21910,61.4,18,2,1
C21911,21.9,10,4,3
C21912,51.4,20,2,2
C21913,11.3,6,4,2
C21914,44.2,17,2,1
C21915,47.9,21,3,1
C21916,62.5,26,2,2
C21917,37.5,15,5,4
C21918,25.1,7,4,3
C21919,29.8,8,5,3
C21920,77.7,31,0,0
C21921,39.7,17,4,2
C21922,71.2,27,2,1
C21923,11.8,2,5,3
C21924,22.3,11,4,3
C21925,22.8,9,4,3
C21926,63.6,26,2,0
C21927,57.2,21,1,0
C21928,69.7,21,3,2
C21929,44.8,17,3,1
C21930,41.4,18,3,2
C21931,7.0,7,5,3
C21932,23.7,9,3,1
C21933,19.1,12,3,3
C21934,61.2,27,1,1
C21935,14.1,6,4,4
C21936,69.0,24,1,1
C21937,56.8,22,3,3
C21938,29.7,12,4,3
C21939,23.5,11,4,3
C21940,48.0,21,3,2
C21941,65.2,28,2,1
C21942,61.6,22,1,0
C21943,26.1,12,6,6
C21944,2.4,1,5,4
C21945,58.1,21,2,1
C21946,27.0,6,4,4
C21947,33.7,19,3,1
C21948,46.4,15,2,2
C21949,36.9,11,3,3
C21950,33.6,23,2,1
C21951,75.1,29,0,0
C21952,82.7,28,0,0
C21953,40.8,10,3,2
C21954,28.5,16,3,2
C21955,82.0,31,0,0
C21956,10.5,9,5,5
C21957,74.0,24,0,0
C21958,12.7,3,5,5
C21959,44.1,19,3,3
C21960,23.1,13,3,1
C21961,69.4,22,2,1
C21962,8.7,5,6,5
C21963,62.0,26,1,1
C21964,51.6,23,3,1
C21965,39.3,10,3,3
C21966,37.4,17,3,2
C21967,14.8,3,5,3
C21968,6.1,0,6,5
C21969,36.8,15,3,3
C21970,26.0,13,3,1
C21971,25.7,14,3,1
C21972,24.6,12,4,3
C21973,39.3,15,3,2
C21974,74.9,25,2,0
C21975,34.5,13,3,3
C21976,37.0,18,2,1
C21977,29.4,10,3,2
C21978,56.3,21,2,1
C21979,54.2,22,2,1
C21980,13.7,7,4,4
C21981,10.8,0,4,3
C21982,36.9,9,2,0
C21983,58.6,17,5,5
C21984,43.3,17,2,1
C21985,48.1,22,3,3
C21986,20.0,17,4,3
C21987,63.5,19,1,0
C21988,20.3,9,3,3
C21989,70.5,21,2,1
C21990,56.7,20,2,0
C21991,67.5,29,2,1
C21992,32.5,14,3,2
C21993,23.3,13,4,2
C21994,69.9,24,2,1
C21995,54.2,21,2,2
C21996,58.6,19,2,0
C21997,43.6,10,3,3
C21998,58.9,25,3,3
C21999,41.1,18,2,2
C22000,51.9,19,3,2
C22001,50.6,22,2,2
C22002,52.6,21,3,1
C22003,49.6,19,4,3
C22004,68.2,33,2,2
C22005,55.6,20,3,1
C22006,44.5,15,2,0
C22007,15.3,11,4,4
C22008,68.4,25,1,0
C22009,31.8,14,4,3
C22010,20.4,14,4,4
C22011,27.8,6,3,2
C22012,32.5,12,3,3
C22013,18.0,8,5,3
C22014,11.9,9,4,3
C22015,65.0,27,2,2
C22016,47.3,21,2,0
C22017,27.9,9,4,4
C22018,41.8,17,2,1
C22019,37.5,19,4,4
C22020,64.0,19,2,0
C22021,55.1,26,1,0
C22022,22.1,8,4,2
C22023,43.0,14,3,2
C22024,63.3,24,1,1
C22025,45.1,20,3,3
C22026,44.7,20,2,1
C22027,65.1,29,1,0
C22028,22.2,12,4,3
C22029,72.3,16,1,0
C22030,58.9,24,2,2
C22031,58.2,26,1,0
C22032,52.0,20,3,1
C22033,37.3,13,2,1
C22034,21.3,7,4,4
C22035,70.9,26,2,2
C22036,8.4,3,5,3
C22037,63.6,24,2,2
C22038,15.9,0,4,3
C22039,26.5,11,5,4
C22040,25.0,10,3,3
C22041,67.3,25,1,1
C22042,36.4,11,4,3
C22043,49.6,20,2,2
C22044,22.9,8,4,3
C22045,30.2,12,3,3
C22046,58.2,30,1,1
C22047,63.8,24,1,0
C22048,56.0,19,2,2
C22049,47.0,20,3,1
C22050,40.7,15,3,1
C22051,38.7,19,2,0
C22052,60.4,22,2,1
C22053,40.9,22,2,1
C22054,34.7,10,4,2
C22055,39.3,13,3,3
C22056,37.8,15,3,1
C22057,50.2,13,2,1
C22058,57.4,19,2,0
C22059,48.1,19,3,3
C22060,23.8,6,5,3
C22061,23.1,8,4,4
C22062,57.2,24,3,2
C22063,27.8,14,4,3
C22064,62.6,24,2,2
C22065,54.5,24,3,1
C22066,50.4,18,3,3
C22067,51.4,15,3,3
C22068,64.9,23,3,3
C22069,25.6,9,3,3
C22070,27.6,7,3,1
C22071,12.8,15,4,2
C22072,6.9,2,6,6
C22073,41.3,19,2,1
C22074,54.1,22,1,1
C22075,62.6,24,1,0
C22076,59.7,22,1,1
C22077,24.3,5,4,4
C22078,57.0,24,1,0
C22079,28.6,16,3,3
C22080,9.1,8,4,3
C22081,33.6,15,3,3
C22082,38.1,14,3,1
C22083,33.5,14,4,3
C22084,33.9,18,3,1
C22085,2.3,3,4,3
C22086,65.9,20,1,0
C22087,44.0,12,4,4
C22088,12.3,0,4,4
C22089,62.7,18,2,1
C22090,31.4,13,3,2
C22091,48.6,19,2,0
C22092,62.3,26,2,1
C22093,6.6,8,4,2
C22094,46.0,16,2,2
C22095,44.4,19,2,0
C22096,60.2,20,1,0
C22097,57.9,17,3,3
C22098,25.9,7,5,3
C22099,24.0,12,3,1
C22100,34.2,11,3,1
C22101,31.5,13,3,3
C22102,61.5,28,1,0
C22103,10.5,0,7,7
C22104,65.8,20,1,0
C22105,48.1,19,4,4
C22106,27.4,18,4,4
C22107,49.5,21,2,2
C22108,21.1,14,4,3
C22109,31.7,12,4,2
C22110,26.1,12,4,2
C22111,27.4,13,6,6
C22112,66.0,24,3,1
C22113,60.7,22,1,0
C22114,42.7,15,4,4
C22115,59.7,24,1,0
C22116,58.3,18,2,1
C22117,49.8,19,2,0
C22118,48.6,17,2,0
C22119,25.5,9,4,2
C22120,66.4,22,1,1
C22121,21.4,10,3,2
C22122,20.7,8,3,1
C22123,32.1,7,3,3
C22124,46.8,17,3,3
C22125,57.4,21,1,1
C22126,56.3,20,1,0
C22127,59.3,23,1,1
C22128,42.7,18,3,3
C22129,23.5,10,3,2
C22130,26.4,9,4,2
C22131,67.0,24,1,0
C22132,33.5,13,3,2
C22133,21.0,7,3,2
C22134,47.7,16,2,0
C22135,63.0,18,2,0
C22136,30.7,6,3,3
C22137,56.2,21,2,2
C22138,22.2,10,4,2
C22139,52.4,19,2,2
C22140,37.5,17,3,3
C22141,34.8,10,4,4
C22142,51.4,24,4,4
C22143,20.7,12,3,1
C22144,44.2,19,2,0
C22145,35.2,13,4,3
C22146,28.7,7,5,3
C22147,39.8,18,4,2
C22148,58.9,22,3,2
C22149,52.9,12,2,0
C22150,22.3,18,4,4
C22151,60.1,18,1,0
C22152,33.4,11,4,4
C22153,33.2,12,3,1
C22154,25.7,13,3,1
C22155,61.7,21,2,2
C22156,14.0,2,4,3
C22157,54.7,19,2,0
C22158,74.0,31,0,0
C22159,46.6,23,2,1
C22160,21.7,6,4,2
C22161,66.0,26,1,0
C22162,16.7,4,4,4
C22163,55.5,20,3,3
C22164,45.9,15,3,2
C22165,34.0,16,3,1
C22166,67.8,17,2,1
C22167,53.6,17,2,0
C22168,8.3,7,6,4
C22169,36.1,15,3,2
C22170,45.7,15,2,0
C22171,30.4,15,4,3
C22172,64.5,27,1,0
C22173,28.7,15,5,5
C22174,61.3,26,3,2
C22175,31.3,13,4,3
C22176,29.5,12,3,3
C22177,53.3,19,2,1
C22178,38.0,17,5,5
C22179,12.2,10,4,4
C22180,54.1,19,2,0
C22181,31.5,12,4,4
C22182,29.4,11,3,2
C22183,49.9,16,3,1
C22184,36.5,13,3,2
C22185,22.5,8,4,3
C22186,43.1,8,3,3
C22187,14.7,4,5,4
C22188,19.6,3,4,4
C22189,62.2,23,1,0
C22190,70.9,28,1,0
C22191,53.3,15,3,3
C22192,55.2,21,2,1
C22193,25.0,14,4,4
C22194,72.8,29,1,0
C22195,67.1,22,2,2
C22196,45.9,18,4,2
C22197,18.6,10,5,4
C22198,62.9,22,2,2
C22199,23.1,9,5,5
C22200,59.4,20,1,1
C22201,68.9,24,1,1
C22202,25.6,7,6,6
C22203,82.6,31,0,0
C22204,11.4,10,4,3
C22205,18.5,7,4,2
C22206,37.0,19,2,0
C22207,16.2,11,5,5
C22208,23.5,11,5,4
C22209,57.2,22,2,2
C22210,57.5,19,2,2
C22211,19.0,15,6,5
C22212,41.4,14,3,3
C22213,55.5,18,2,1
C22214,32.8,11,5,4
C22215,4.0,5,6,4
C22216,41.7,14,2,0
C22217,30.4,10,3,1
C22218,9.0,3,4,3
C22219,38.0,14,5,4
C22220,4.6,2,5,5
C22221,27.4,4,5,4
C22222,45.6,14,2,2
C22223,10.3,2,4,2
C22224,42.4,9,3,3
C22225,57.4,23,3,3
C22226,19.6,8,3,1
C22227,52.4,18,2,2
C22228,29.7,16,3,3
C22229,33.9,13,4,3
C22230,28.4,8,4,4
C22231,60.8,25,1,0
C22232,23.0,11,3,1
C22233,47.2,17,2,2
C22234,28.1,15,3,2
C22235,33.3,13,2,1
C22236,49.2,19,2,0
C22237,22.1,2,4,4
C22238,30.7,9,3,2
C22239,54.7,17,2,1
C22240,44.0,12,2,1
C22241,48.0,12,2,1
C22242,9.5,2,5,4
C22243,48.8,21,2,0
C22244,34.3,7,3,3
C22245,53.8,19,2,1
C22246,63.3,23,2,2
C22247,27.1,7,4,4
C22248,51.9,19,2,1
C22249,54.2,21,2,1
C22250,18.1,3,4,3
C22251,34.3,16,3,1
C22252,59.8,21,2,2
C22253,0.9,0,5,3
C22254,21.9,10,6,6
C22255,30.1,8,3,3
C22256,59.6,23,1,1
C22257,43.3,16,3,2
C22258,26.9,14,3,3
C22259,46.5,12,3,3
C22260,18.8,3,4,3
C22261,69.1,32,1,1
C22262,20.9,11,5,4
C22263,34.5,16,4,2
C22264,52.8,23,2,0
C22265,0.0,0,4,2
C22266,57.7,16,2,0
C22267,17.1,7,4,3
C22268,39.4,16,3,2
C22269,16.2,9,3,2
C22270,25.4,9,4,4
C22271,67.7,19,3,1
C22272,21.9,10,5,5
C22273,45.3,13,4,3
C22274,50.3,19,2,0
C22275,24.6,12,5,4
C22276,20.1,8,4,4
C22277,42.5,13,3,1
C22278,29.2,14,5,3
C22279,4.4,3,5,5
C22280,69.0,26,1,1
C22281,65.2,24,1,0
C22282,21.0,6,5,4
C22283,43.1,13,4,2
C22284,31.6,11,3,3
C22285,28.7,7,5,5
C22286,26.5,12,5,5
C22287,22.6,8,3,1
C22288,8.3,6,4,4
C22289,34.2,10,3,2
C22290,72.5,23,1,0
C22291,45.9,11,4,3
C22292,7.0,5,4,2
C22293,11.6,8,5,3
C22294,38.0,10,2,2
C22295,63.8,25,1,0
C22296,38.7,18,3,3
C22297,26.5,9,4,2
C22298,56.5,24,1,1
C22299,35.4,16,2,1
C22300,53.7,21,1,1
C22301,58.5,24,1,0
C22302,44.4,19,3,1
C22303,32.1,15,3,3
C22304,44.8,19,4,2
C22305,23.6,7,4,2
C22306,3.3,0,5,5
C22307,39.8,13,2,2
C22308,31.2,15,4,2
C22309,0.4,0,5,4
C22310,23.6,6,3,1
C22311,35.8,13,7,6
C22312,19.0,8,4,4
C22313,10.6,10,4,4
C22314,70.5,29,1,0
C22315,39.1,10,3,1
C22316,15.7,9,3,3
C22317,18.1,6,4,2
C22318,50.2,26,1,0
C22319,22.2,9,6,4
C22320,39.5,16,2,1
C22321,41.3,13,3,2
C22322,45.8,18,2,1
C22323,14.5,8,4,4
C22324,45.7,15,3,1
C22325,59.6,24,2,2
C22326,58.6,26,1,1
C22327,31.5,9,3,3
C22328,66.1,23,1,0
C22329,47.0,26,2,0
C22330,14.0,1,5,4
C22331,60.9,23,3,1
C22332,68.9,21,1,0
C22333,69.6,20,1,0
C22334,40.6,14,2,2
C22335,22.3,9,3,1
C22336,4.9,8,7,5
C22337,72.1,25,1,1
C22338,68.7,28,1,0
C22339,42.7,16,3,1
C22340,64.4,29,1,0
C22341,24.6,4,4,2
C22342,55.1,18,2,0
C22343,37.7,15,2,0
C22344,78.8,32,0,0
C22345,57.2,26,2,2
C22346,26.2,3,5,5
C22347,81.7,27,0,0
C22348,53.7,17,3,2
C22349,57.5,20,1,0
C22350,15.3,9,4,4
C22351,47.9,13,2,2
C22352,28.7,13,3,1
C22353,74.1,33,1,0
C22354,22.3,12,4,4
C22355,38.8,17,3,2
C22356,73.3,19,1,0
C22357,20.3,2,5,4
C22358,0.0,7,7,7
C22359,43.6,19,2,2
C22360,74.3,29,1,0
C22361,56.8,22,2,1
C22362,53.5,23,1,0
C22363,45.4,17,2,2
C22364,35.9,11,4,3
C22365,39.5,16,4,2
C22366,41.6,15,3,2
C22367,17.3,9,4,3
C22368,66.3,23,2,1
C22369,64.5,25,2,2
C22370,29.9,6,4,2
C22371,53.3,16,1,0
C22372,22.3,5,3,2
C22373,29.2,14,3,1
C22374,41.0,13,4,3
C22375,15.1,12,4,2
C22376,48.1,20,3,2
C22377,24.1,8,4,2
C22378,36.6,11,4,2
C22379,40.3,15,4,4
C22380,59.0,24,1,0
C22381,43.9,20,3,2
C22382,32.8,11,3,1
C22383,42.6,22,2,0
C22384,29.4,10,4,3
C22385,43.3,15,4,2
C22386,44.4,17,2,0
C22387,17.6,6,4,3
C22388,67.0,24,1,0
C22389,27.7,6,5,4
C22390,34.5,10,3,3
C22391,59.5,29,1,0
C22392,34.6,17,3,2
C22393,6.0,3,4,2
C22394,62.4,25,2,1
C22395,31.2,9,3,3
C22396,53.2,17,2,0
C22397,21.3,9,4,3
C22398,68.8,20,1,1
C22399,40.3,12,3,2
C22400,51.4,24,1,0
C22401,4.0,3,6,6
C22402,45.0,22,2,0
C22403,41.4,18,4,3
C22404,37.2,14,3,1
C22405,46.5,23,2,1
C22406,0.0,5,6,4
C22407,26.4,9,4,3
C22408,17.1,3,4,2
C22409,41.7,14,4,2
C22410,45.9,17,2,0
C22411,53.2,19,3,2
C22412,51.7,25,1,0
C22413,49.6,15,3,2
C22414,43.7,17,3,1
C22415,48.8,21,2,1
C22416,55.7,24,3,2
C22417,22.5,6,4,2
C22418,62.0,19,3,1
C22419,25.1,7,4,2
C22420,67.6,30,1,0
C22421,57.7,22,2,0
C22422,69.4,27,0,0
C22423,61.3,29,1,0
C22424,53.6,20,2,2
C22425,77.9,26,0,0
C22426,27.8,10,3,3
C22427,59.2,19,2,0
C22428,51.1,23,3,3
C22429,14.9,8,6,6
C22430,52.4,19,3,3
C22431,54.2,21,4,2
C22432,12.0,4,5,4
C22433,9.3,2,6,5
C22434,52.8,27,2,1
C22435,53.4,19,2,1
C22436,37.6,14,4,3
C22437,75.6,30,0,0
C22438,24.0,9,4,3
C22439,58.2,21,3,2
C22440,45.4,24,2,1
C22441,34.0,11,3,3
C22442,32.9,17,3,2
C22443,37.5,14,4,2
C22444,22.6,7,4,4
C22445,3.2,2,4,3
C22446,45.8,18,2,0
C22447,47.1,12,3,1
C22448,20.1,11,4,4
C22449,25.1,8,5,3
C22450,54.3,18,1,0
C22451,15.9,12,4,2
C22452,33.3,10,3,3
C22453,58.7,23,4,4
C22454,15.5,8,4,3
C22455,20.5,14,3,2
C22456,48.7,18,2,0
C22457,8.5,8,4,3
C22458,8.6,7,5,5
C22459,44.5,16,3,3
C22460,77.6,25,1,0
C22461,14.2,5,4,2
C22462,22.7,7,4,2
C22463,18.9,12,3,1
C22464,11.0,4,5,4
C22465,33.0,15,4,2
C22466,57.5,22,2,2
C22467,54.0,17,3,2
C22468,60.2,30,2,0
C22469,40.2,19,2,0
C22470,65.6,21,2,2
C22471,41.4,17,3,2
C22472,64.8,25,3,2
C22473,47.7,21,3,1
C22474,78.3,27,1,0
C22475,40.5,18,3,1
C22476,59.2,20,3,2
C22477,40.8,18,4,4
C22478,12.1,7,4,4
C22479,44.1,17,3,3
C22480,25.8,9,5,5
C22481,31.0,13,5,4
C22482,18.5,11,4,3
C22483,15.7,0,8,8
C22484,22.0,3,4,4
C22485,35.2,8,4,4
C22486,27.9,12,5,3
C22487,42.9,14,2,0
C22488,16.4,12,3,1
C22489,17.4,13,3,2
C22490,46.0,14,2,1
C22491,47.4,15,2,2
C22492,27.9,6,5,5
C22493,16.6,4,4,3
C22494,32.2,13,3,1
C22495,56.2,13,1,1
C22496,60.4,15,3,1
C22497,25.6,8,3,2
C22498,41.6,22,3,3
C22499,18.9,14,4,2
C22500,69.1,26,2,0
C22501,13.9,1,6,4
C22502,64.5,29,1,0
C22503,14.5,10,4,2
C22504,32.3,9,3,1
C22505,60.6,25,1,0
C22506,28.8,10,3,2
C22507,80.3,27,0,0
C22508,53.7,18,2,0
C22509,7.5,3,4,4
C22510,30.3,7,3,1
C22511,21.6,6,3,2
C22512,26.2,14,3,2
C22513,49.5,26,1,1
C22514,14.5,13,6,4
C22515,42.3,13,2,2
C22516,27.0,13,3,3
C22517,41.5,15,3,2
C22518,33.5,14,3,2
C22519,30.8,12,3,3
C22520,39.5,15,2,2
C22521,17.2,4,6,6
C22522,63.6,19,3,1
C22523,5.8,5,4,2
C22524,67.9,29,1,1
C22525,43.3,15,2,1
C22526,40.7,14,2,0
C22527,10.7,3,4,3
C22528,68.7,22,2,2
C22529,44.6,15,2,2
C22530,32.7,14,2,0
C22531,26.4,14,4,4
C22532,31.0,8,3,1
C22533,49.5,10,3,2
C22534,53.2,22,3,3
C22535,41.9,15,3,2
C22536,15.8,7,4,4
C22537,24.2,7,4,2
C22538,61.9,26,1,0
C22539,30.2,12,3,1
C22540,29.2,9,3,1
C22541,47.2,17,3,1
C22542,38.6,13,3,1
C22543,60.9,22,1,0
C22544,69.8,24,1,1
C22545,67.3,23,1,0
C22546,50.3,19,2,0
C22547,64.3,21,2,1
C22548,52.9,20,2,2
C22549,16.1,2,6,4
C22550,28.0,7,4,2
C22551,20.1,1,4,2
C22552,32.4,11,3,3
C22553,59.5,18,2,1
C22554,84.6,35,1,0
C22555,13.7,6,4,3
C22556,75.2,34,1,0
C22557,24.9,16,3,1
C22558,24.0,11,3,1
C22559,0.8,2,6,5
C22560,4.7,10,6,6
C22561,0.0,0,7,6
C22562,58.5,17,2,1
C22563,53.6,17,2,2
C22564,32.3,13,3,1
C22565,59.9,24,1,1
C22566,39.2,17,3,1
C22567,45.1,24,2,1
C22568,44.3,15,3,2
C22569,25.9,14,3,1
C22570,26.8,8,4,2
C22571,74.8,22,1,1
C22572,70.1,24,1,0
C22573,27.0,9,3,2
C22574,22.7,11,4,3
C22575,60.6,15,3,3
C22576,59.8,21,2,0
C22577,43.0,10,3,3
C22578,38.8,14,4,4
C22579,1.8,1,6,6
C22580,79.2,18,1,0
C22581,15.6,7,4,3
C22582,23.0,9,5,5
C22583,76.1,27,1,0
C22584,62.3,26,1,0
C22585,25.1,4,4,3
C22586,18.5,8,4,3
C22587,43.4,14,3,2
C22588,36.3,18,3,2
C22589,57.5,18,2,0
C22590,70.1,25,2,0
C22591,23.1,9,5,3
C22592,32.4,12,5,4
C22593,27.1,9,3,1
C22594,43.6,20,2,0
C22595,40.6,6,4,2
C22596,23.9,7,4,4
C22597,34.3,12,6,5
C22598,21.9,10,3,2
C22599,27.1,8,4,3
C22600,34.8,12,3,1
C22601,26.9,8,4,4
C22602,38.4,16,3,3
C22603,46.1,18,3,3
C22604,44.7,13,2,0
C22605,39.8,10,4,3
C22606,35.2,10,3,3
