customer_id,plan,contract_type,monthly_charges,payment_method,auto_renewal
C23854,Basic,Monthly,375.37,Debit Card,True
C23855,Basic,Monthly,348.95,Debit Card,False
C23856,Premium,Monthly,1491.76,Debit Card,False
C23857,Basic,Annual,384.63,Wallet,False
C23858,Premium,Monthly,1206.15,Debit Card,False
C23859,Standard,Monthly,737.93,Credit Card,True
C23860,Basic,Monthly,322.23,Credit Card,True
C23861,Basic,Monthly,377.62,Credit Card,True
C23862,Basic,Monthly,366.28,Wallet,False
C23863,Basic,Monthly,392.02,Wallet,True
C23864,Premium,Monthly,1427.31,UPI,True
C23865,Standard,Monthly,656.84,UPI,False
C23866,Standard,Annual,781.32,UPI,True
C23867,Standard,Monthly,610.29,Credit Card,False
C23868,Basic,Annual,362.36,Debit Card,True
C23869,Standard,Monthly,740.8,UPI,False
C23870,Standard,Annual,621.28,Net Banking,False
C23871,Standard,Annual,762.19,UPI,True
C23872,Basic,Monthly,361.07,Debit Card,False
C23873,Standard,Monthly,896.84,Wallet,True
C23874,Premium,Monthly,1314.48,UPI,False
C23875,Basic,Annual,347.84,Net Banking,True
C23876,Basic,Monthly,319.53,Debit Card,True
C23877,Standard,Monthly,611.22,Credit Card,False
C23878,Basic,Annual,317.15,Credit Card,False
C23879,Standard,Monthly,803.02,Wallet,False
C23880,Premium,Annual,1426.5,Credit Card,True
C23881,Standard,Monthly,646.02,UPI,False
C23882,Standard,Annual,719.64,Debit Card,True
C23883,Standard,Monthly,705.27,Debit Card,True
C23884,Basic,Annual,427.9,Debit Card,True
C23885,Basic,Monthly,335.54,Credit Card,False
C23886,Premium,Monthly,1475.66,Credit Card,True
C23887,Standard,Annual,817.57,Credit Card,True
C23888,Basic,Monthly,490.01,Credit Card,False
C23889,Basic,Annual,354.47,Credit Card,False
C23890,Standard,Monthly,775.31,UPI,False
C23891,Standard,Monthly,818.68,Credit Card,False
C23892,Premium,Monthly,1354.48,Credit Card,False
C23893,Basic,Annual,303.27,UPI,False
C23894,Premium,Monthly,1498.14,Credit Card,False
C23895,Standard,Annual,877.42,Wallet,True
C23896,Standard,Annual,634.93,Debit Card,True
C23897,Standard,Monthly,762.07,Wallet,True
C23898,Basic,Annual,361.91,Credit Card,True
C23899,Premium,Monthly,1438.45,Credit Card,True
C23900,Basic,Monthly,438.5,UPI,False
C23901,Basic,Monthly,343.7,Debit Card,False
C23902,Premium,Monthly,1015.93,UPI,True
C23903,Standard,Monthly,686.52,Debit Card,False
C23904,Premium,Monthly,1018.07,Debit Card,False
C23905,Standard,Annual,641.39,Net Banking,True
C23906,Basic,Annual,426.23,Credit Card,True
C23907,Premium,Annual,1371.54,Debit Card,True
C23908,Basic,Annual,392.6,Debit Card,False
C23909,Premium,Annual,1299.14,UPI,True
C23910,Basic,Monthly,330.18,Credit Card,True
C23911,Premium,Monthly,1157.4,UPI,False
C23912,Basic,Monthly,441.58,Debit Card,True
C23913,Standard,Monthly,708.47,Wallet,False
C23914,Premium,Annual,1173.41,UPI,True
C23915,Standard,Monthly,657.2,Credit Card,True
C23916,Standard,Monthly,777.45,UPI,False
C23917,Premium,Monthly,1403.77,UPI,False
C23918,Standard,Monthly,739.83,UPI,False
C23919,Premium,Monthly,1056.77,Debit Card,False
C23920,Basic,Annual,466.67,Debit Card,True
C23921,Basic,Monthly,313.28,Debit Card,False
C23922,Basic,Monthly,393.35,Credit Card,True
C23923,Basic,Monthly,351.22,UPI,False
C23924,Basic,Monthly,486.26,UPI,True
C23925,Standard,Monthly,820.26,Credit Card,False
C23926,Basic,Annual,412.28,UPI,False
C23927,Basic,Monthly,432.55,Debit Card,False
C23928,Basic,Monthly,405.55,Credit Card,False
C23929,Premium,Annual,1072.8,UPI,True
C23930,Standard,Monthly,811.73,Net Banking,True
C23931,Basic,Monthly,397.53,UPI,True
C23932,Premium,Monthly,1316.15,UPI,False
C23933,Basic,Annual,308.04,Debit Card,True
C23934,Premium,Monthly,1070.02,Credit Card,True
C23935,Standard,Monthly,775.81,UPI,True
C23936,Basic,Monthly,390.89,Credit Card,False
C23937,Standard,Monthly,667.06,UPI,True
C23938,Standard,Monthly,671.23,Debit Card,True
C23939,Basic,Annual,425.33,UPI,True
C23940,Premium,Monthly,1028.48,UPI,True
C23941,Basic,Monthly,385.85,Net Banking,True
C23942,Basic,Monthly,403.62,Net Banking,False
C23943,Basic,Monthly,360.63,Credit Card,False
C23944,Basic,Monthly,463.11,Credit Card,False
C23945,Basic,Monthly,310.35,Net Banking,False
C23946,Premium,Monthly,1431.89,Debit Card,True
C23947,Basic,Annual,443.65,UPI,False
C23948,Basic,Monthly,388.25,Credit Card,True
C23949,Standard,Monthly,876.34,UPI,False
C23950,Premium,Annual,1350.12,Credit Card,True
C23951,Premium,Annual,1464.52,Net Banking,False
C23952,Standard,Monthly,740.78,Credit Card,False
C23953,Premium,Annual,1225.49,Debit Card,True
C23954,Standard,Annual,758.22,Credit Card,True
C23955,Premium,Monthly,1031.71,UPI,True
C23956,Standard,Monthly,871.55,Wallet,True
C23957,Basic,Monthly,432.54,Credit Card,False
C23958,Basic,Monthly,422.52,Credit Card,False
C23959,Standard,Monthly,876.94,Debit Card,False
C23960,Basic,Monthly,497.73,UPI,True
C23961,Basic,Monthly,331.68,Wallet,True
C23962,Standard,Monthly,823.7,Credit Card,False
C23963,Premium,Annual,1288.97,UPI,False
C23964,Basic,Annual,391.2,Debit Card,True
C23965,Standard,Monthly,892.28,Credit Card,True
C23966,Standard,Annual,854.08,Credit Card,True
C23967,Premium,Annual,1347.37,Wallet,True
C23968,Premium,Annual,1190.34,Net Banking,True
C23969,Standard,Monthly,798.81,Debit Card,False
C23970,Standard,Annual,758.51,Wallet,False
C23971,Basic,Monthly,348.87,Credit Card,False
C23972,Standard,Monthly,734.11,Debit Card,True
C23973,Standard,Monthly,662.66,UPI,True
C23974,Premium,Annual,1249.21,Wallet,True
C23975,Standard,Monthly,815.07,Debit Card,False
C23976,Basic,Monthly,306.33,Net Banking,False
C23977,Standard,Monthly,828.61,Wallet,True
C23978,Basic,Annual,303.0,Credit Card,True
C23979,Basic,Monthly,402.46,Credit Card,False
C23980,Basic,Annual,413.7,Credit Card,True
C23981,Basic,Monthly,451.25,UPI,False
C23982,Premium,Monthly,1379.51,UPI,False
C23983,Basic,Monthly,382.49,Credit Card,False
C23984,Basic,Monthly,312.27,Debit Card,True
C23985,Premium,Annual,1345.75,UPI,True
C23986,Basic,Annual,401.2,UPI,False
C23987,Basic,Annual,365.61,UPI,True
C23988,Basic,Monthly,345.97,Credit Card,False
C23989,Basic,Monthly,322.95,Debit Card,False
C23990,Basic,Monthly,358.03,Credit Card,False
C23991,Basic,Monthly,390.7,UPI,False
C23992,Standard,Annual,742.28,UPI,True
C23993,Basic,Monthly,415.55,UPI,False
C23994,Basic,Monthly,371.49,Credit Card,True
C23995,Premium,Monthly,1458.95,UPI,True
C23996,Basic,Annual,398.17,Net Banking,True
C23997,Premium,Monthly,1210.86,UPI,False
C23998,Standard,Annual,613.45,Net Banking,True
C23999,Basic,Monthly,418.8,Credit Card,False
C24000,Standard,Annual,779.86,Credit Card,True
C24001,Basic,Monthly,415.66,Debit Card,False
C24002,Basic,Monthly,476.52,UPI,False
C24003,Standard,Monthly,827.87,Credit Card,True
C24004,Standard,Monthly,859.22,Debit Card,False
C24005,Standard,Monthly,616.83,UPI,False
C24006,Premium,Annual,1158.06,UPI,True
C24007,Basic,Monthly,362.74,Credit Card,False
C24008,Standard,Monthly,796.11,Wallet,False
C24009,Standard,Monthly,733.58,UPI,False
C24010,Premium,Monthly,1387.74,Debit Card,True
C24011,Premium,Annual,1191.22,Wallet,True
C24012,Premium,Annual,1109.8,Credit Card,True
C24013,Basic,Monthly,357.19,UPI,False
C24014,Standard,Monthly,653.74,Net Banking,False
C24015,Basic,Monthly,338.58,Debit Card,True
C24016,Basic,Monthly,342.37,UPI,False
C24017,Premium,Monthly,1007.05,Net Banking,True
C24018,Basic,Monthly,442.22,Credit Card,False
C24019,Premium,Monthly,1198.8,Credit Card,True
C24020,Basic,Monthly,303.53,Debit Card,False
C24021,Premium,Annual,1184.0,Debit Card,True
C24022,Basic,Monthly,480.07,Credit Card,True
C24023,Basic,Monthly,401.25,Credit Card,False
C24024,Basic,Monthly,496.35,Net Banking,False
C24025,Standard,Annual,760.99,UPI,True
C24026,Basic,Monthly,491.56,Credit Card,False
C24027,Standard,Monthly,659.54,Wallet,False
C24028,Basic,Monthly,356.99,UPI,False
C24029,Basic,Monthly,438.99,Debit Card,False
C24030,Basic,Monthly,496.36,UPI,True
C24031,Basic,Monthly,464.06,UPI,False
C24032,Premium,Monthly,1275.85,UPI,False
C24033,Premium,Monthly,1041.58,Debit Card,True
C24034,Basic,Annual,371.88,Credit Card,False
C24035,Standard,Monthly,624.93,Credit Card,False
C24036,Standard,Annual,692.38,Credit Card,True
C24037,Basic,Annual,350.76,Debit Card,True
C24038,Basic,Monthly,376.71,Debit Card,False
C24039,Standard,Monthly,850.18,Credit Card,True
C24040,Basic,Monthly,329.08,Net Banking,True
C24041,Basic,Annual,360.21,UPI,False
C24042,Basic,Monthly,351.22,Debit Card,False
C24043,Standard,Monthly,687.84,Wallet,False
C24044,Basic,Annual,371.12,Wallet,True
C24045,Basic,Monthly,347.86,Credit Card,True
C24046,Basic,Monthly,487.52,UPI,False
C24047,Basic,Monthly,383.02,Net Banking,False
C24048,Basic,Monthly,321.82,Credit Card,True
C24049,Premium,Annual,1232.83,Credit Card,True
C24050,Basic,Monthly,335.89,Credit Card,False
C24051,Standard,Monthly,663.84,Credit Card,False
C24052,Basic,Monthly,356.01,Wallet,False
C24053,Standard,Annual,636.43,UPI,True
C24054,Standard,Annual,815.34,Credit Card,True
C24055,Basic,Annual,457.39,UPI,True
C24056,Premium,Monthly,1196.14,Credit Card,False
C24057,Standard,Monthly,805.7,Debit Card,True
C24058,Premium,Monthly,1193.48,Debit Card,False
C24059,Basic,Monthly,331.82,Credit Card,False
C24060,Premium,Annual,1197.58,Debit Card,True
C24061,Standard,Monthly,766.1,UPI,True
C24062,Premium,Monthly,1019.5,Credit Card,False
C24063,Standard,Monthly,795.35,Net Banking,True
C24064,Standard,Monthly,821.78,Credit Card,True
C24065,Standard,Monthly,856.99,UPI,False
C24066,Premium,Monthly,1050.39,Net Banking,False
C24067,Premium,Monthly,999.05,Credit Card,False
C24068,Basic,Annual,313.65,UPI,True
C24069,Standard,Monthly,876.24,UPI,True
C24070,Basic,Annual,452.11,Debit Card,True
C24071,Standard,Monthly,849.63,Credit Card,True
C24072,Basic,Monthly,402.4,UPI,False
C24073,Basic,Monthly,404.34,Debit Card,True
C24074,Premium,Monthly,1148.25,Debit Card,True
C24075,Basic,Annual,467.55,UPI,False
C24076,Standard,Monthly,847.93,Wallet,True
C24077,Standard,Monthly,716.65,Debit Card,True
C24078,Basic,Monthly,364.85,UPI,False
C24079,Basic,Annual,446.67,Wallet,True
C24080,Standard,Annual,606.85,Credit Card,True
C24081,Basic,Monthly,470.99,UPI,False
C24082,Premium,Monthly,1222.12,Credit Card,False
C24083,Premium,Annual,1219.67,Net Banking,True
C24084,Basic,Monthly,432.82,Credit Card,True
C24085,Basic,Monthly,428.15,Debit Card,False
C24086,Standard,Monthly,678.79,UPI,True
C24087,Standard,Annual,881.98,UPI,True
C24088,Basic,Monthly,496.27,Debit Card,False
C24089,Basic,Monthly,404.2,UPI,True
C24090,Standard,Monthly,767.41,Wallet,False
C24091,Premium,Annual,1276.16,Net Banking,True
C24092,Basic,Annual,396.16,UPI,True
C24093,Basic,Monthly,488.04,Wallet,False
C24094,Premium,Annual,1121.38,Net Banking,True
C24095,Standard,Monthly,631.39,UPI,False
C24096,Standard,Monthly,877.86,Wallet,True
C24097,Standard,Annual,662.91,Net Banking,True
C24098,Premium,Annual,1373.58,UPI,False
C24099,Standard,Monthly,660.16,UPI,False
C24100,Premium,Monthly,1479.09,Credit Card,True
C24101,Standard,Monthly,836.34,Credit Card,False
C24102,Standard,Annual,874.62,UPI,True
C24103,Basic,Monthly,489.2,UPI,True
C24104,Basic,Annual,315.88,UPI,False
C24105,Standard,Annual,729.02,Wallet,False
C24106,Basic,Monthly,428.62,Debit Card,True
C24107,Standard,Monthly,839.74,Credit Card,False
C24108,Basic,Annual,347.29,UPI,True
C24109,Premium,Monthly,1456.3,Credit Card,True
C24110,Basic,Monthly,343.2,UPI,True
C24111,Premium,Monthly,1432.09,UPI,False
C24112,Standard,Monthly,752.81,UPI,True
C24113,Basic,Monthly,402.08,Debit Card,False
C24114,Standard,Monthly,711.2,Credit Card,False
C24115,Basic,Monthly,319.7,Credit Card,False
C24116,Basic,Monthly,368.42,UPI,False
C24117,Basic,Annual,384.35,Debit Card,True
C24118,Basic,Monthly,394.8,UPI,False
C24119,Premium,Monthly,1368.55,Debit Card,False
C24120,Basic,Monthly,369.41,Net Banking,True
C24121,Standard,Monthly,720.98,Wallet,False
C24122,Basic,Monthly,480.22,Debit Card,False
C24123,Standard,Monthly,824.77,UPI,False
C24124,Basic,Annual,303.57,Credit Card,True
C24125,Standard,Monthly,842.63,UPI,True
C24126,Standard,Annual,895.98,Debit Card,True
C24127,Standard,Monthly,880.93,UPI,False
C24128,Basic,Monthly,466.19,Credit Card,False
C24129,Standard,Monthly,787.75,Net Banking,True
C24130,Basic,Monthly,354.64,Credit Card,False
C24131,Basic,Annual,429.89,Wallet,False
C24132,Basic,Annual,438.12,Credit Card,False
C24133,Basic,Annual,355.31,Credit Card,True
C24134,Standard,Annual,675.6,UPI,False
C24135,Standard,Annual,718.08,Net Banking,False
C24136,Basic,Annual,427.23,UPI,True
C24137,Basic,Annual,357.61,Credit Card,False
C24138,Basic,Monthly,410.13,Net Banking,False
C24139,Standard,Monthly,868.77,UPI,False
C24140,Standard,Monthly,687.53,Credit Card,False
C24141,Basic,Annual,492.19,UPI,True
C24142,Standard,Annual,741.0,UPI,False
C24143,Standard,Annual,629.27,UPI,True
C24144,Standard,Monthly,615.51,UPI,False
C24145,Standard,Annual,700.6,Net Banking,False
C24146,Standard,Annual,676.63,Net Banking,False
C24147,Standard,Monthly,852.11,UPI,False
C24148,Basic,Annual,446.53,Credit Card,True
C24149,Basic,Monthly,475.91,UPI,False
C24150,Basic,Annual,416.85,Wallet,False
C24151,Standard,Annual,729.64,Debit Card,True
C24152,Premium,Monthly,1134.28,UPI,False
C24153,Basic,Monthly,415.62,UPI,False
C24154,Basic,Monthly,422.6,UPI,False
C24155,Standard,Monthly,716.88,Wallet,False
C24156,Premium,Monthly,1467.3,Debit Card,True
C24157,Premium,Monthly,1318.98,UPI,False
C24158,Standard,Annual,850.24,Credit Card,True
C24159,Premium,Monthly,1309.2,Wallet,False
C24160,Basic,Monthly,362.31,Credit Card,False
C24161,Basic,Annual,446.32,Wallet,True
C24162,Basic,Annual,345.05,Credit Card,True
C24163,Standard,Annual,777.98,Credit Card,False
C24164,Basic,Annual,379.47,Debit Card,True
C24165,Standard,Monthly,643.97,UPI,True
C24166,Standard,Monthly,722.97,Debit Card,False
C24167,Basic,Monthly,361.06,Debit Card,False
C24168,Premium,Monthly,1055.11,UPI,True
C24169,Basic,Monthly,463.77,Wallet,False
C24170,Basic,Annual,398.72,Wallet,True
C24171,Standard,Monthly,702.91,Debit Card,False
C24172,Basic,Monthly,399.99,UPI,False
C24173,Standard,Annual,825.37,UPI,True
C24174,Premium,Monthly,1008.15,UPI,False
C24175,Premium,Monthly,1272.38,Credit Card,False
C24176,Premium,Monthly,1238.58,UPI,True
C24177,Basic,Monthly,477.61,UPI,True
C24178,Standard,Monthly,765.79,Credit Card,False
C24179,Basic,Annual,326.46,Debit Card,True
C24180,Basic,Monthly,376.74,Credit Card,True
C24181,Basic,Monthly,423.21,Net Banking,True
C24182,Basic,Annual,308.19,Net Banking,True
C24183,Premium,Annual,1441.32,Credit Card,True
C24184,Basic,Monthly,312.56,UPI,False
C24185,Standard,Monthly,608.18,Debit Card,False
C24186,Basic,Monthly,299.4,UPI,False
C24187,Standard,Monthly,804.12,Debit Card,False
C24188,Premium,Monthly,1226.96,Debit Card,False
C24189,Basic,Annual,319.56,Net Banking,False
C24190,Standard,Monthly,855.86,UPI,False
C24191,Basic,Monthly,339.54,Credit Card,True
C24192,Basic,Monthly,364.26,Credit Card,True
C24193,Standard,Monthly,652.32,Wallet,False
C24194,Premium,Monthly,1462.38,Credit Card,False
C24195,Basic,Monthly,450.61,UPI,False
C24196,Basic,Monthly,443.79,Debit Card,False
C24197,Basic,Annual,307.8,Credit Card,True
C24198,Standard,Monthly,755.81,UPI,True
C24199,Standard,Monthly,771.64,Wallet,True
C24200,Standard,Monthly,713.76,Credit Card,True
C24201,Standard,Monthly,695.53,Credit Card,False
C24202,Premium,Annual,1424.97,Net Banking,False
C24203,Standard,Monthly,605.9,UPI,True
C24204,Premium,Monthly,1311.68,UPI,True
C24205,Premium,Monthly,1196.12,Debit Card,False
C24206,Standard,Monthly,798.79,Debit Card,False
C24207,Standard,Monthly,658.38,Credit Card,False
C24208,Premium,Monthly,1118.33,UPI,False
C24209,Premium,Monthly,1292.43,Credit Card,True
C24210,Basic,Monthly,494.99,UPI,True
C24211,Basic,Monthly,493.94,UPI,False
C24212,Premium,Annual,1123.49,Net Banking,True
C24213,Basic,Annual,319.47,Wallet,True
C24214,Premium,Annual,1294.17,Wallet,True
C24215,Basic,Monthly,383.0,UPI,True
C24216,Basic,Monthly,451.34,Debit Card,False
C24217,Basic,Monthly,404.6,Debit Card,True
C24218,Basic,Monthly,401.12,UPI,False
C24219,Basic,Monthly,428.29,UPI,False
C24220,Standard,Monthly,636.93,Credit Card,True
C24221,Standard,Monthly,802.15,Wallet,True
C24222,Premium,Monthly,1243.26,Credit Card,True
C24223,Basic,Monthly,463.03,UPI,True
C24224,Standard,Monthly,640.61,UPI,True
C24225,Standard,Monthly,689.22,UPI,True
C24226,Standard,Monthly,884.07,UPI,False
C24227,Standard,Annual,764.92,Credit Card,True
C24228,Basic,Monthly,484.86,Wallet,True
C24229,Basic,Monthly,436.81,Wallet,False
C24230,Basic,Annual,484.29,UPI,True
C24231,Basic,Monthly,362.57,Credit Card,False
C24232,Standard,Monthly,626.16,Credit Card,True
C24233,Basic,Annual,459.45,Credit Card,True
C24234,Premium,Annual,1401.23,UPI,True
C24235,Premium,Monthly,1308.41,Debit Card,False
C24236,Premium,Monthly,1288.79,Debit Card,False
C24237,Premium,Monthly,1456.45,UPI,False
C24238,Basic,Monthly,334.3,Net Banking,False
C24239,Standard,Monthly,783.96,Credit Card,False
C24240,Basic,Monthly,308.95,UPI,False
C24241,Premium,Monthly,1069.43,UPI,False
C24242,Premium,Monthly,1217.64,Wallet,True
C24243,Premium,Annual,1409.6,UPI,True
C24244,Basic,Annual,445.63,UPI,True
C24245,Standard,Monthly,891.22,UPI,False
C24246,Basic,Annual,307.97,Wallet,False
C24247,Basic,Monthly,375.27,Net Banking,True
C24248,Standard,Monthly,646.64,Credit Card,False
C24249,Basic,Monthly,306.39,UPI,False
C24250,Premium,Monthly,1131.2,UPI,True
C24251,Basic,Monthly,347.89,UPI,False
C24252,Premium,Annual,1209.01,Debit Card,True
C24253,Standard,Monthly,641.02,Debit Card,False
C24254,Premium,Monthly,1243.28,UPI,False
C24255,Premium,Annual,1459.05,Debit Card,True
C24256,Premium,Annual,1373.09,Debit Card,False
C24257,Basic,Monthly,467.44,Net Banking,True
C24258,Premium,Monthly,1401.36,Debit Card,False
C24259,Basic,Monthly,376.93,UPI,True
C24260,Basic,Annual,440.79,Net Banking,True
C24261,Basic,Monthly,449.85,UPI,False
C24262,Premium,Monthly,1101.82,Debit Card,False
C24263,Standard,Monthly,857.08,Credit Card,False
C24264,Premium,Monthly,1227.87,UPI,True
C24265,Standard,Monthly,603.91,Wallet,False
C24266,Basic,Monthly,427.68,Net Banking,True
C24267,Premium,Monthly,1337.38,UPI,False
C24268,Basic,Monthly,409.35,Debit Card,False
C24269,Premium,Monthly,1105.21,Credit Card,True
C24270,Basic,Annual,395.46,UPI,True
C24271,Standard,Monthly,719.04,Credit Card,True
C24272,Basic,Monthly,493.94,Net Banking,True
C24273,Basic,Monthly,463.94,Debit Card,False
C24274,Basic,Monthly,451.38,Debit Card,True
C24275,Basic,Monthly,335.21,Credit Card,False
C24276,Basic,Annual,365.21,Debit Card,False
C24277,Basic,Monthly,374.94,UPI,False
C24278,Standard,Monthly,746.79,Debit Card,False
C24279,Standard,Monthly,608.07,UPI,True
C24280,Standard,Monthly,776.9,UPI,False
C24281,Premium,Monthly,1177.93,Debit Card,False
C24282,Standard,Monthly,767.5,Debit Card,True
C24283,Standard,Annual,601.69,Net Banking,True
C24284,Standard,Monthly,695.43,Credit Card,True
C24285,Basic,Monthly,452.73,UPI,True
C24286,Standard,Annual,749.32,Debit Card,False
C24287,Basic,Annual,456.78,UPI,True
C24288,Premium,Monthly,1348.48,UPI,True
C24289,Standard,Monthly,855.48,Credit Card,True
C24290,Basic,Monthly,300.49,Wallet,True
C24291,Standard,Monthly,677.4,Credit Card,True
C24292,Basic,Annual,408.76,Credit Card,False
C24293,Basic,Monthly,487.2,Debit Card,True
C24294,Basic,Annual,434.96,Wallet,False
C24295,Standard,Monthly,735.98,Credit Card,False
C24296,Standard,Annual,638.04,UPI,False
C24297,Premium,Monthly,1245.61,UPI,True
C24298,Basic,Monthly,387.22,Debit Card,True
C24299,Standard,Annual,832.53,UPI,True
C24300,Standard,Monthly,723.0,UPI,False
C24301,Basic,Monthly,362.77,UPI,True
C24302,Standard,Monthly,625.92,Credit Card,True
C24303,Basic,Monthly,308.3,Wallet,True
C24304,Basic,Monthly,386.83,Credit Card,True
C24305,Standard,Monthly,703.06,UPI,True
C24306,Standard,Monthly,765.6,Net Banking,True
C24307,Basic,Monthly,441.39,Credit Card,True
C24308,Basic,Annual,307.0,Credit Card,False
C24309,Basic,Monthly,398.24,Debit Card,True
C24310,Basic,Monthly,471.39,UPI,False
C24311,Basic,Monthly,390.03,UPI,False
C24312,Basic,Monthly,403.25,Net Banking,False
C24313,Standard,Monthly,745.04,Debit Card,False
C24314,Basic,Monthly,376.96,Wallet,False
C24315,Standard,Monthly,632.04,Debit Card,True
C24316,Standard,Monthly,636.91,Net Banking,False
C24317,Basic,Monthly,334.82,Debit Card,True
C24318,Basic,Annual,457.51,Credit Card,False
C24319,Premium,Monthly,1136.67,Debit Card,True
C24320,Basic,Monthly,488.62,Credit Card,False
C24321,Basic,Annual,461.03,Credit Card,True
C24322,Basic,Annual,435.91,Debit Card,True
C24323,Standard,Monthly,815.12,Credit Card,False
C24324,Standard,Annual,613.29,UPI,True
C24325,Premium,Monthly,1283.19,Credit Card,False
C24326,Premium,Monthly,1469.53,Debit Card,True
C24327,Basic,Monthly,306.82,Wallet,True
C24328,Basic,Annual,357.2,Debit Card,False
C24329,Basic,Monthly,309.3,Credit Card,True
C24330,Basic,Annual,412.95,Debit Card,False
C24331,Basic,Monthly,322.24,UPI,False
C24332,Basic,Monthly,394.85,Debit Card,True
C24333,Basic,Monthly,442.99,Debit Card,True
C24334,Basic,Monthly,331.89,UPI,False
C24335,Basic,Monthly,450.07,Credit Card,False
C24336,Premium,Monthly,1029.1,Debit Card,True
C24337,Standard,Monthly,643.89,Credit Card,True
C24338,Premium,Monthly,1139.06,Credit Card,False
C24339,Basic,Annual,458.22,Credit Card,True
C24340,Standard,Annual,854.04,Debit Card,True
C24341,Basic,Monthly,343.08,Net Banking,False
C24342,Basic,Annual,318.16,Debit Card,False
C24343,Basic,Monthly,468.59,Debit Card,False
C24344,Premium,Monthly,1323.68,Debit Card,False
C24345,Premium,Monthly,1077.93,Debit Card,True
C24346,Basic,Monthly,410.54,Debit Card,False
C24347,Basic,Monthly,473.47,Net Banking,True
C24348,Basic,Annual,312.9,Credit Card,True
C24349,Basic,Annual,315.74,UPI,True
C24350,Basic,Monthly,353.72,Net Banking,False
C24351,Basic,Annual,429.45,Debit Card,True
C24352,Standard,Annual,652.4,UPI,True
C24353,Basic,Monthly,462.27,UPI,False
C24354,Basic,Annual,449.09,Debit Card,True
C24355,Basic,Monthly,411.2,Credit Card,True
C24356,Basic,Annual,322.21,Credit Card,True
C24357,Premium,Monthly,1493.11,Credit Card,True
C24358,Basic,Monthly,397.01,UPI,False
C24359,Premium,Monthly,1225.04,UPI,False
C24360,Premium,Annual,1496.78,UPI,False
C24361,Premium,Monthly,1430.93,Credit Card,False
C24362,Standard,Monthly,735.91,Net Banking,False
C24363,Standard,Monthly,724.64,Debit Card,True
C24364,Premium,Annual,1046.95,Credit Card,True
C24365,Basic,Monthly,484.3,UPI,True
C24366,Standard,Monthly,852.13,Wallet,False
C24367,Premium,Monthly,1154.0,Debit Card,False
C24368,Standard,Monthly,825.0,UPI,False
C24369,Premium,Monthly,1380.36,Debit Card,True
C24370,Standard,Annual,667.37,Debit Card,True
C24371,Premium,Annual,1305.83,Credit Card,True
C24372,Standard,Monthly,675.51,Debit Card,False
C24373,Standard,Annual,835.97,Debit Card,True
C24374,Standard,Monthly,645.14,UPI,False
C24375,Premium,Monthly,1333.45,Credit Card,False
C24376,Premium,Monthly,1162.01,UPI,False
C24377,Premium,Monthly,1017.09,UPI,True
C24378,Standard,Monthly,636.11,Debit Card,False
C24379,Basic,Monthly,429.98,UPI,True
C24380,Basic,Annual,346.98,UPI,False
C24381,Premium,Monthly,1314.52,Debit Card,False
C24382,Standard,Annual,723.45,Debit Card,True
C24383,Basic,Annual,437.54,Net Banking,True
C24384,Basic,Annual,397.59,Wallet,False
C24385,Premium,Annual,1153.27,Credit Card,True
C24386,Premium,Annual,1071.91,Net Banking,True
C24387,Premium,Monthly,1169.55,UPI,False
C24388,Standard,Monthly,789.47,Debit Card,False
C24389,Basic,Monthly,447.09,Net Banking,True
C24390,Basic,Annual,331.07,Wallet,False
C24391,Basic,Monthly,431.85,Credit Card,False
C24392,Premium,Monthly,1088.64,Debit Card,True
C24393,Basic,Monthly,343.36,Net Banking,False
C24394,Standard,Annual,758.4,Debit Card,True
C24395,Standard,Monthly,685.76,Credit Card,True
C24396,Standard,Monthly,797.48,Wallet,False
C24397,Premium,Monthly,1476.89,Credit Card,False
C24398,Basic,Monthly,328.78,UPI,False
C24399,Standard,Monthly,770.15,Debit Card,False
C24400,Basic,Annual,483.66,Debit Card,False
C24401,Basic,Monthly,334.31,Credit Card,True
C24402,Basic,Monthly,372.37,Credit Card,False
C24403,Basic,Annual,323.72,Credit Card,True
C24404,Standard,Annual,791.61,UPI,True
C24405,Standard,Monthly,799.74,UPI,True
C24406,Basic,Monthly,431.84,UPI,False
C24407,Basic,Monthly,407.43,UPI,False
C24408,Standard,Annual,822.88,Credit Card,True
C24409,Premium,Monthly,1016.94,Wallet,True
C24410,Basic,Monthly,490.5,Credit Card,False
C24411,Standard,Monthly,665.63,Debit Card,False
C24412,Standard,Monthly,635.47,UPI,False
C24413,Standard,Monthly,881.34,Credit Card,True
C24414,Basic,Annual,465.09,Credit Card,True
C24415,Standard,Monthly,828.46,Net Banking,True
C24416,Standard,Annual,630.42,Debit Card,True
C24417,Standard,Monthly,841.26,UPI,True
C24418,Standard,Annual,781.71,Net Banking,True
C24419,Premium,Monthly,1364.95,Wallet,False
C24420,Basic,Monthly,494.61,Credit Card,False
C24421,Premium,Annual,1096.22,Credit Card,True
C24422,Standard,Annual,750.31,UPI,True
C24423,Standard,Monthly,825.01,Credit Card,False
C24424,Basic,Annual,385.73,UPI,True
C24425,Basic,Annual,309.93,UPI,True
C24426,Standard,Annual,632.43,UPI,True
C24427,Standard,Monthly,779.63,UPI,False
C24428,Basic,Monthly,356.0,Net Banking,False
C24429,Standard,Monthly,640.35,Credit Card,False
C24430,Basic,Monthly,366.98,UPI,False
